file,leaves,whole_plant,fruits,flowers,reproductive_structure,time,buds
00069a5b-a6e4-4c66-9e85-badb6f4935a9.jpg,1,0,U,U,1,52.47563779202756,NA
0034f8b7-5618-410c-95fd-8261227e08de.jpg,1,1,1,1,1,4.121286333014723,NA
0060e4de-f0e5-47f2-b7f2-c6b07192514d.jpg,1,0,0,1,1,17.093749707972165,NA
007ff7ca-48cf-41ac-ac18-4f6b3180fc58.jpg,1,1,1,1,1,5.228159540973138,NA
00b65c10-2a31-4965-bf16-0780d5f3aa8a.jpg,1,0,1,1,1,4.613437166961376,NA
00da633b-e2a2-4388-91b6-543abaa27a1b.jpg,1,1,0,1,1,3.6669855829677545,NA
00f4bb75-07a4-48a6-b248-c255aabc8910.jpg,1,0,0,0,0,5.517642499995418,NA
010958e6-77bd-4097-8fdd-f1c24c92ef5f.jpg,1,1,U,U,1,8.07017837499734,NA
011e2e14-3726-495b-8365-787b351a9fac.jpg,1,1,U,U,1,6.4521501660346985,NA
013f4793-4c12-4c0a-b0d9-cb45e8385c2c.jpg,1,1,1,0,1,56.5616112909629,NA
015fcc35-cded-443f-8512-2e82326ec648.jpg,1,1,1,1,1,34.476683749991935,NA
0177c3c5-aaf5-4f84-a53a-081f3f6e5e48.jpg,1,1,1,1,1,4.156338083965238,NA
0196227d-f804-42ee-b4a6-e9935b0272a4.jpg,0,0,1,1,1,12.051303333020767,NA
01bc90a1-4700-40f6-97c0-c1a5fb385fe6.jpg,1,1,U,U,1,4.108785499993246,NA
01e86664-72f6-46ea-b4da-0e325b962de8.jpg,1,0,0,0,0,12.0759825000423,NA
020fcc24-77d9-480d-8f57-1f223af217f4.jpg,1,1,1,1,1,21.77617129200371,NA
022604ee-e1ee-4526-bb88-f79150127ddf.jpg,1,1,0,1,1,52.692226624989416,NA
023887d0-5c04-4583-8a19-8587e8dfce5a.jpg,1,1,U,U,1,3.8343387500499375,NA
02667ebc-a14c-4ffe-afc3-bab41a9b81fc.jpg,1,1,0,1,1,37.24543937499402,NA
028ff7af-6080-4e7e-a0a0-f62b893b7064.jpg,1,1,1,1,1,9.993822582997382,NA
02a4b3be-1536-4830-b39f-3d1e95e002a8.jpg,N,N,N,N,N,2.1454565419699065,NA
02cc3954-619f-44c5-9f11-fc88f96f5115.jpg,0,0,1,0,1,60.40490520797903,NA
02e75c0c-2bc3-4ad8-97b8-bb8cf2b23932.jpg,1,1,U,U,1,9.189956999965943,NA
0306e33d-e7e1-40e4-be39-e2667bc552b2.jpg,1,0,1,0,1,6.433656416949816,NA
03295ff7-ae73-4acc-b6c2-fd5194bedee5.jpg,1,0,0,1,1,110.186743291968,NA
03639941-0c40-4b2a-af6d-8da3fc36888a.jpg,1,0,0,1,1,24.840738416998647,NA
038527cd-7bf5-4695-960e-9f5f32c195fe.jpg,1,0,1,1,1,8.531625374977011,NA
03b466cc-c632-4438-b55b-52c4e8bf02e8.jpg,1,1,1,1,1,7.702541500038933,NA
03d55897-ee77-485e-8d94-44ca06b3ebf6.jpg,1,1,1,1,1,40.88859683298506,NA
04073242-1015-4128-add5-8193cf1d2fac.jpg,1,1,1,1,1,19.427768541965637,NA
04300e19-1beb-4fbf-a3c3-1e4ce2e38ca1.jpg,1,1,U,1,1,40.14995958295185,NA
045588e5-03ec-4c7a-b405-575b8f27716b.jpg,0,0,0,1,1,11.423257249989549,NA
04757fb5-2b9e-4224-b489-737db62331b6.jpg,1,1,0,1,1,7.496221707959194,NA
04b3861e-674f-476b-b89f-3c0a798c5e5d.jpg,1,1,0,1,1,6.182964665989857,NA
04db2612-f715-4d8c-98e1-cd02825a0b9f.jpg,1,1,0,1,1,9.872123792010823,NA
04efe038-c5d9-46e5-8682-fb44a3056e5a.jpg,1,1,U,U,1,5.36379458400188,NA
05117458-524f-4c65-ac3c-c4148998e40b.jpg,1,1,0,1,1,32.18597420799779,NA
05481753-dba7-4439-8951-f58432d3dae0.jpg,1,1,1,1,1,13.637695249984972,NA
0567e251-a9f1-42c1-a992-dff95aa25e74.jpg,1,0,U,U,U,16.13950120896334,NA
058d070c-8253-46c4-bdfe-8cab8f355131.jpg,0,0,0,0,0,8.204758874955587,NA
05be72de-3a73-4883-b3e0-6c5eac80d075.jpg,1,0,0,0,0,11.11784479196649,NA
05ece01d-7c8e-4bbb-a456-5529e5a095a7.jpg,1,0,0,0,0,5.035921083006542,NA
06158656-5607-46c7-81d1-b78f73057fe6.jpg,0,0,0,1,1,19.161235040985048,NA
0641dc22-9caa-4652-ba93-fc9377688f06.jpg,1,0,1,0,1,4.772171833959874,NA
065d28bc-1d7e-43ed-9d18-618d5bfe3ca2.jpg,1,1,1,1,1,24.985370333015453,NA
06777600-3c3a-42f5-9c04-1a74cc373a8a.jpg,1,1,1,1,1,21.97362033399986,NA
06879ec5-2903-4626-8e0a-bac89b5e9b47.jpg,1,0,1,1,1,14.267839792009909,NA
06a02a93-ff40-45ee-aec8-71437fc10026.jpg,1,0,1,1,1,3.478797624993604,NA
06be894e-cf79-4e5e-9215-0ec705d4594d.jpg,1,1,0,1,1,17.385613000020385,NA
06ea7f4c-d590-4b4d-9ed2-be1b05c1859b.jpg,1,0,U,1,1,163.90528437495232,NA
07084345-a6ee-40e9-931b-fffc5963921d.jpg,1,0,0,0,0,8.797782458015718,NA
072fba8d-cad4-4388-9b74-22042159e89a.jpg,1,0,1,1,1,63.041673375002574,NA
074ca3a8-c0fb-404d-ac3e-0b8e7dc9b4b1.jpg,0,0,U,U,1,84.06269387499196,NA
076f6d60-bec0-46be-844b-828753f85f88.jpg,1,0,1,1,1,6.399389665981289,NA
078bca1e-24c2-4c3a-812f-373ed99b1dae.jpg,1,0,U,U,1,6.630841875041369,NA
07b518b8-eef0-4042-9116-5126ff9faabd.jpg,1,0,0,1,1,15.02274112496525,NA
07d7d32c-07dc-4672-8abd-36466e9e36ec.jpg,1,0,0,1,1,7.9267550419899635,NA
07f928c2-7541-45da-a5a8-23ee20467d01.jpg,1,0,0,1,1,13.559329708048608,NA
081ddfed-7c44-4823-84b6-a2bd93bc7ff1.jpg,1,0,0,0,0,4.069469707959797,NA
083ba220-28db-4d7f-9787-40b89a087d11.jpg,1,1,0,1,1,26.921278916008305,NA
0864d7ba-fc8f-4f6c-b22a-1ce67df704ca.jpg,1,0,0,0,0,8.705519916955382,NA
088e0c8c-b05d-46ac-ab95-fa36ec50f764.jpg,1,1,U,U,1,3.2004732920322567,NA
08bd4c5d-06eb-4ef5-a6e1-9d79ffe77e49.jpg,1,1,U,1,1,131.96289987501223,NA
08e58643-d9cc-4026-b64a-06f7a42a7dea.jpg,1,0,1,1,1,3.87818379199598,NA
090f8447-de37-46f9-a3d3-707c34ae91a9.jpg,1,1,U,U,1,3.0669680000282824,NA
0940df56-0790-45b3-bc75-4e52d1daab10.jpg,1,0,1,1,1,5.28089141700184,NA
095fd7c3-0c6d-49e2-b12c-1066ecf5ddbd.jpg,1,0,1,0,1,10.186717542004772,NA
0980872b-64a9-411a-a695-86938bc11477.jpg,1,0,0,0,0,4.420614917005878,NA
0998ad2d-1d51-42e6-860c-2b12662f1aa1.jpg,1,1,1,1,1,8.027747249987442,NA
09c2c71e-a787-439c-b2d8-c48b1aca2b43.jpg,1,0,1,0,1,286.8812225000001,NA
0a021a1c-5244-444c-b8cc-8ce1dc3fe9d6.jpg,1,0,U,1,1,48.54299087502295,NA
0a35a824-b735-427a-a82d-cda16314ce6c.jpg,1,1,0,1,1,73.03796066698851,NA
0a5a6596-4a0e-4b20-8c80-4c9f1c536282.jpg,N,N,N,N,N,1.2731546660070308,NA
0a7702da-7d6d-44d3-bcfa-f035f58f3aaf.jpg,1,0,0,0,0,5.108205917000305,NA
0a9c26ec-90a9-48a8-afd5-e01e6d5bc069.jpg,1,1,U,U,1,3.848788791976403,NA
0ac3ef41-0265-462e-b38a-f019c433485d.jpg,1,0,0,0,0,13.985511166974902,NA
0ae09ef2-8034-4144-af58-264bb8239251.jpg,1,0,0,0,0,14.968156500020996,NA
0b012e4a-a616-4fc2-bcc1-4a3b37fcacc6.jpg,1,1,U,U,1,4.387545083009172,NA
0b1c3753-2e16-4cc9-81f8-5a2e082abb81.jpg,1,0,0,1,1,23.670187458046712,NA
0b49fcbc-6906-450b-bcac-db6d681601a1.jpg,1,1,1,1,1,11.936599833949003,NA
0b7338d9-1686-4852-aefa-7a6cf465764f.jpg,1,0,0,0,0,5.061099209007807,NA
0b90f8ac-f28c-4cbf-ab2f-aef31b746b37.jpg,1,1,U,U,1,3.084146667039022,NA
0bb3bae9-6a8a-41f3-8356-4b10fdbd7834.jpg,1,1,U,U,1,3.7326170000014822,NA
0bdfacf6-1a06-40ca-97f0-2da58bf3182e.jpg,1,1,1,1,1,4.299155750020873,NA
0bfdfd3c-786b-460e-af79-d256d0d29197.jpg,1,0,1,0,1,22.562679000024215,NA
0c1fff62-56d4-4ca0-a494-737c75bdee48.jpg,1,1,U,U,1,2.6342764999717474,NA
0c4fce00-76df-42a5-8cca-e7eb0bae9921.jpg,1,0,U,U,1,30.768394459038973,NA
0c7316a6-c421-457b-96b4-c589d7d83f48.jpg,1,1,1,1,1,5.853855875029694,NA
0c8370d1-779f-4f55-a702-933d2399e162.jpg,1,0,0,0,0,4.051619125006255,NA
0ca7f71d-1ea1-464b-9bdd-8b9c3afb0fad.jpg,1,1,1,1,1,54.37302304100013,NA
0ceafd07-04ab-400f-a71e-c2d6bec4287a.jpg,1,0,0,1,1,16.905758458015043,NA
0d186a46-f7bb-4c2e-9121-ed94e7e013b6.jpg,1,1,U,U,1,2.9656030829646625,NA
0d4a4fab-9641-4db6-ae33-58f0077f5f3e.jpg,1,1,U,U,1,2.3767078339587897,NA
0d6c5c96-16a4-47c7-831a-8bd4a3dd8929.jpg,1,1,0,1,1,7.71056412498001,NA
0d90da65-06c2-4319-a569-85f8aa655fff.jpg,1,1,U,U,1,3.370239124982618,NA
0db188bb-ebf2-46e2-bd00-028fd3112125.jpg,0,0,1,0,1,211.24274254201805,NA
0dcd5eaa-19ad-4e7d-8ec9-fda6f09037a4.jpg,0,0,1,0,1,27.671454875948484,NA
0e01bc0f-1c39-4077-8199-5d0b6b1c773a.jpg,1,0,U,U,1,38.882810792012606,NA
0e2c38b9-df13-4600-aa66-b00b769a870e.jpg,1,0,0,0,0,2.6936000420246278,NA
0e535b97-4f5f-453b-a8f1-6cf9c90048e5.jpg,1,0,1,0,1,135.95116816695918,NA
0e780ec2-39dd-41ee-bf46-e0ef20f2f316.jpg,1,1,1,1,1,8.661966375017073,NA
0e904e74-85e5-4f2c-9e53-b9b63e6d9be1.jpg,1,0,U,1,1,18.18548720900435,NA
0eaed2f8-4f78-408f-9f0d-2885e3181b08.jpg,1,1,0,1,1,8.202942792035174,NA
0eeb42f6-d884-4b6c-97ba-bc3f1a4bd32e.jpg,1,1,1,1,1,4.770117958018091,NA
0f0af29f-d674-44b5-81c8-85b01fb639ab.jpg,1,0,1,0,1,9.53205620800145,NA
0f3971a8-6c44-46aa-9f1e-e07237923428.jpg,1,0,1,1,1,6.028186750016175,NA
0f48ac6e-25c9-4f84-b2f4-354de4aa56eb.jpg,1,0,U,U,1,333.27614262502175,NA
0f64f275-82b7-461d-883f-9c8968fe544e.jpg,1,0,1,0,1,66.75270325002907,NA
0f8ae1e8-993e-46bc-90cb-de1760e62808.jpg,1,1,0,1,1,5.805925333988853,NA
0fad8bb7-4e8d-46f8-be36-10559532af32.jpg,1,1,U,U,1,68.40296500001568,NA
0fe09aea-ecd8-41c6-bac9-37efeedcec31.jpg,1,0,0,0,0,667.7170058750198,NA
0ff5a1ef-9263-4818-b7a4-16ec74ac1e50.jpg,1,1,U,U,1,84.20627208205406,NA
1028e060-4bcb-4114-86b3-6170e5c2ea18.jpg,1,0,U,1,1,13.054313916072717,NA
10409b2d-cc18-4404-8b33-c8ffbf5ae6fa.jpg,1,0,1,0,1,193.910578333016,NA
106a9c49-0cb1-4cee-b960-c00241c805ce.jpg,1,0,1,1,1,60.35122008301551,NA
10951077-e124-4486-b670-ab2d3418dbdc.jpg,1,1,U,U,1,5.069908500008751,NA
10cda49f-d0de-4ee7-bb77-ae65efb0b82c.jpg,N,N,N,N,N,1.3118499590200372,NA
10f99198-fc72-4d87-9283-077aabe98a21.jpg,1,1,0,1,1,157.01597216597293,NA
111fe4d1-60f3-407f-9171-678387fbffb8.jpg,1,1,0,1,1,60.951026499969885,NA
11434e0f-abe4-4951-bb92-1cad2f9abde3.jpg,1,0,0,0,0,7.193859082995914,NA
11656358-a388-4797-81ee-5057ee31d2f7.jpg,1,1,U,U,1,26.0861805829918,NA
1187c2dc-bad5-42b6-8efa-625b26e77366.jpg,1,0,0,0,0,76.51658549997956,NA
11b812e5-bdc7-4d80-9a90-ab31a08e6c3c.jpg,1,0,0,0,0,12.423813832981978,NA
11d3bd43-b94e-4ece-8cbd-006ed2c2c25d.jpg,1,1,U,U,1,36.13820600003237,NA
11ecd735-0ad3-4116-a857-dcf52069f549.jpg,1,1,U,U,1,13.95870933297556,NA
120a9f3d-1a39-4ca5-aa0f-de67458cb4ce.jpg,1,1,0,0,0,5.191309624991845,NA
1237d937-dd9c-49e9-8aa0-fc7902a0ffb0.jpg,1,0,U,1,1,11.832674625038637,NA
124d8feb-c5ab-433f-8d4a-ee674d0f655c.jpg,1,0,0,1,1,38.65961645799689,NA
126b13c0-f86e-4dd7-b155-cecf583d7a6e.jpg,1,0,0,1,1,61.34880912501831,NA
12861ab6-6353-41b5-ae2f-162381dd2e72.jpg,1,0,0,0,0,6.427536166040227,NA
1295fe4e-93e0-491f-aae9-c0e5c8be1768.jpg,1,1,1,1,1,88.12909529102035,NA
12afe1b9-fb9c-4b61-8eeb-9c1bd6098c31.jpg,1,0,1,1,1,111.58583808296588,NA
12f04dfa-0943-44d4-966a-4f760a78badd.jpg,1,0,1,0,1,22.240937041991856,NA
131ec6bc-854c-4c24-a7dd-b7e161a163e3.jpg,1,0,1,0,1,7.081595916999504,NA
13536d68-caf2-4ae2-aadd-0f3c982f8703.jpg,1,1,0,1,1,163.96953129203757,NA
1389a667-f749-4322-8ae2-2e4d9a7d877e.jpg,1,0,U,U,1,4028.1795923749896,NA
13bee096-1a2b-49b1-9485-e85a553d1cb9.jpg,1,1,0,1,1,20.40250858303625,NA
13db2c8c-18de-4d39-9f21-4b544de5187c.jpg,1,0,0,0,0,3.0412770840339363,NA
14130e35-5203-44d4-869b-232867027c1f.jpg,1,1,1,0,1,5.755447750038002,NA
142be770-4a54-40a6-bdf4-a00cf34f9751.jpg,1,1,0,1,1,12.663702708028724,NA
144cca86-f3a8-4acb-ba0d-3e5a6fd40a6b.jpg,1,0,1,0,1,35.68946020800058,NA
1478cfd4-10ef-449c-9dd0-a2dd3470df34.jpg,1,1,U,U,1,4.432874499994796,NA
149de272-8ecd-431d-82de-130f1e472325.jpg,1,0,0,1,1,4.41550883295713,NA
14bce2c5-ce7a-472c-ad4c-47ac92323186.jpg,1,0,1,0,1,7.215699459018651,NA
14eb7b1e-f785-40c8-b382-2de575cfbf98.jpg,1,0,0,1,1,7.039280750032049,NA
15004cb1-f989-4170-bb6b-1ebe84cd4cad.jpg,1,1,U,1,1,23.735731457998327,NA
152340b6-f720-499d-9dbd-27f6c91b4749.jpg,1,1,0,1,1,15.115450666984543,NA
154a56f8-491a-4bc6-87f0-16c76057822e.jpg,1,0,1,1,1,12.704663208976854,NA
156b1b0a-3425-4ca2-b154-db652502b4f5.jpg,1,0,0,1,1,7.740883459046017,NA
159b693d-e630-47e7-b855-4344bcf6dcb6.jpg,1,1,1,0,1,66.13526229298873,NA
15cfce73-07b0-483d-bfae-536cc660d77b.jpg,1,1,U,U,1,2.712265916983597,NA
15fa13d9-c233-4fdf-bd60-add07573894c.jpg,1,1,0,1,1,4.82873887498863,NA
16139fa1-59d2-4cb6-9b26-9021c2ccb6fd.jpg,1,0,1,0,1,11.79076637502294,NA
162e5c4c-8bd4-414b-810d-7852d4e36550.jpg,1,1,1,1,1,8.8790372920339,NA
1656b2af-d56b-4075-bfc1-dc2968593081.jpg,1,1,U,U,1,3.36959062499227,NA
168b14c8-d31f-4606-8cf1-236d7b36c5a2.jpg,1,0,0,0,0,2.998633500013966,NA
16a65ae9-97c2-4951-b8cf-d0098592b949.jpg,1,1,U,U,1,2.6209866250283085,NA
16c286f8-3fff-4ed4-ac66-e6faa0c4d57f.jpg,1,0,U,U,1,196.23115528900556,NA
16dff083-ca67-46f3-8ca8-5b9fe674ee9f.jpg,1,1,1,0,1,23.379863875044972,NA
1709dd36-dac1-4630-9151-f28bf885bd24.jpg,1,0,0,0,0,4.257168916985393,NA
172a65cd-1063-4851-b709-e58df93d092a.jpg,1,1,0,1,1,51.31783954201933,NA
1745e4db-90d5-4dfa-af95-6e3209d525f4.jpg,1,0,1,0,1,6.815094916964881,NA
1772430d-4bee-4655-95f5-f5559bc39453.jpg,1,1,U,U,1,18.295527500042223,NA
179aa81a-ceb7-4d00-bc74-7992d2a0b73e.jpg,1,1,0,1,1,16.191484083014075,NA
17b39f19-03e0-4ef1-8597-fbe3fcb0f68f.jpg,1,0,1,0,1,9.061039499996696,NA
17e1e259-a48c-4ce3-9bbc-350d63467f84.jpg,1,1,1,1,1,6.859956416999921,NA
180d9cbb-629e-4d20-be71-87fc13455cc8.jpg,1,0,1,0,1,8.203746500017587,NA
18296b0b-07d0-40fe-8a0e-42fbdd5b9546.jpg,1,1,1,0,1,29.41182616699893,NA
1854e428-a556-4a11-86fa-2111684bfa1a.jpg,1,1,0,1,1,10.813985874992795,NA
18890114-c692-45df-93f1-901e0997ac7c.jpg,1,1,0,1,1,8.252768957987428,NA
18b27e2a-f388-4300-888f-90a15cecd587.jpg,1,1,0,1,1,4.363929542014375,NA
18d8ae04-f616-47ac-9cce-79b959dd67d2.jpg,1,1,1,1,1,12.15190520795295,NA
18ffb3e0-e918-4c32-b73a-f8d637898687.jpg,1,0,1,1,1,43.24795095794093,NA
192ff939-94bc-4fd8-8fa1-e39203e26d2b.jpg,0,1,0,0,0,15.787591291977606,NA
1954f262-fd08-47cb-8cd1-9a450961431e.jpg,1,0,0,0,0,5.232145791000221,NA
197da1d3-5948-44b8-97f2-1ffb054867d1.jpg,0,1,1,0,1,18.040418582956136,NA
199eeb6f-613d-419e-ab5b-7270446f17d5.jpg,1,0,0,0,0,6.924478749977425,NA
19cc3eea-1ed2-48ac-b540-f854f68ce368.jpg,1,0,1,0,1,11.20693141699303,NA
19ef2e14-3497-4b81-b13e-971d6fca7dea.jpg,1,1,0,1,1,9.13983833300881,NA
1a1a2dfb-6b8a-4689-973e-fc678bf82755.jpg,1,0,U,U,1,113.81961062501182,NA
1a368b69-4d16-42a4-a786-7a55fd4f44d1.jpg,1,1,1,0,1,33.14142749999337,NA
1a68ca20-17e0-42c4-988f-847a33df72d3.jpg,1,1,U,U,1,2.8790437080315314,NA
