name,value,split
7202a1e8-ccea-49f0-b91a-a4b2b40bd5bb.jpg,0,train
3dd1cb52-5d29-456b-89e9-b9867bfed7c2.jpg,0,train
c85bab6d-7247-4fa4-a4aa-3dc71138c2cc.jpg,1,train
ad2b0a0f-0a0d-4e3a-bdd9-69d308501916.jpg,0,train
9761f5ea-3385-433f-a7cf-9a99bde80902.jpg,0,train
ac658928-5ff6-4272-8bc5-ae36885bef10.jpg,0,train
944d0614-c0ac-4033-b3cd-020ee859f4e8.jpg,1,train
0988e6eb-a452-4981-bb82-7e49564cceb8.jpg,0,train
d0fd2a09-7651-4292-86c7-ecc2906f53ed.jpg,0,train
865a441e-acf4-455b-97bc-b36b9a56ae74.jpg,0,train
010184dc-8ebf-4f8c-9374-adf8e4468e2d.jpg,0,train
c589ac15-d2c0-42dc-b16d-105109bc1723.jpg,0,train
eefa70a4-5e8f-4a87-b153-d1006718e0d7.jpg,0,train
a44feb67-fd17-4977-ba15-dd94fa289d3e.jpg,0,train
876ce888-9899-4744-af43-c2d64d6dd8e6.jpg,0,train
7b342f7d-3e41-4dc3-a27d-57dea0711df9.jpg,0,train
faaf2d53-75aa-44b4-bf6d-1cd796112239.jpg,0,train
a3b18a3b-8a56-4676-b5cf-482a091da3ec.jpg,0,train
3e319420-88f6-47dc-aab2-d1afa13f2760.jpg,0,train
7fd27ed6-5a19-4e3e-9a2b-fefd01c40aa0.jpg,0,train
358ed03f-c77b-4aaf-bd73-03060d2d7cb2.jpg,0,train
77028057-0206-4e1a-892e-fd42b630317d.jpg,0,train
57d17103-501c-433d-b7ca-7937df0c0990.jpg,0,train
440f0fd6-2236-4646-870c-a675d3ddda66.jpg,0,train
bd6bde10-3704-4f54-96aa-394c53673584.jpg,1,train
b6c93eed-e0a2-45fc-89d6-69c30fac430f.jpg,0,train
d65ea10b-50b3-4ca0-9b0a-6d7f0cf100e5.jpg,1,train
f3a60485-2c15-4db8-9fb8-257fd0a3a335.jpg,1,train
3b6920ed-ee2f-40cd-972f-e5b43921eaef.jpg,0,train
4dcfeb77-d67f-4d36-a403-d87b34021b1c.jpg,0,train
fa9ec8bf-2582-41e5-a5d9-f396a0b3f6e9.jpg,0,train
6daf095d-9bd7-43c9-855e-623b89230836.jpg,1,train
9c6d066a-ecd9-4086-9cc7-3a441d4770ef.jpg,0,train
92773049-9fae-4782-903f-ff5a52626948.jpg,1,train
b19f7835-81a6-4900-b97d-259070bfe95d.jpg,0,train
4f78b2a1-8834-4e75-8786-c299ab9307d2.jpg,0,train
b6b78585-caaf-413a-a22e-45ea26ab3328.jpg,0,train
f408c7c4-fdbb-48d8-9425-d516ac894aab.jpg,0,train
a2af9a46-0c1f-4858-aba7-2d6adac778a1.jpg,0,train
146c0863-67f4-4987-9b34-339b65017801.jpg,0,train
a450ec21-131f-4ea0-bdec-19b7b16d0332.jpg,0,train
5168c863-fde0-45be-85ec-c780a419f621.jpg,1,train
e42cd6ab-086d-4d57-b1d7-2c2bb5518f65.jpg,0,train
01d0da0d-9435-407f-891b-fcd57b8ad809.jpg,0,train
b5e7034c-9be0-433c-953e-000958adffcf.jpg,0,train
0d6d0a1b-3ac2-4f92-95d9-a1f7fd2521eb.jpg,1,train
74f914ec-b87f-4a12-8ee7-f166c870ee69.jpg,0,train
95d28a3e-4532-4a92-a464-f903ec3fd20c.jpg,0,train
2b383682-7f54-46e5-bfc5-cecce95262e1.jpg,1,train
8d3c0303-dd62-4a90-8a6d-59f0f364e2bf.jpg,0,train
d5232aab-bd59-4650-b414-7bc964d7e583.jpg,0,train
11456f4f-7461-4f5c-9dd3-b7c66adde1a7.jpg,0,train
b72e6010-7f2c-48bb-b9e5-8b637b56b871.jpg,0,train
8ccc6026-5275-4f01-9b43-5945e12abffb.jpg,0,train
a56372bc-5883-4017-8c42-c86cb23dabce.jpg,0,train
49a43e99-5324-4fac-b9c0-7b2c17ed5205.jpg,0,train
0cb170d6-4b82-4c23-9913-3a7a4623ec6d.jpg,0,train
a58a2e59-b20b-4a1d-9065-68c002006e1d.jpg,0,train
f690d180-e8b0-4f56-9900-18ea1da90709.jpg,0,train
ca5a38ad-cb78-4b54-9da9-6838eaf94f79.jpg,0,train
c4151669-d554-432c-859c-19d65a51b232.jpg,0,train
b6f161df-59a8-47a2-8ed9-94f7669add00.jpg,0,train
1c5c3c2b-5d61-44f2-9388-00db1996ce29.jpg,0,train
e798ec6d-a997-45e8-b111-1d9090730ffd.jpg,0,train
21530405-7cb6-4a45-832b-c5a5295349a7.jpg,0,train
21ef69d8-2bf3-4f98-895c-54a3ec7394f4.jpg,0,train
e68e4ff4-e891-4b01-bf56-9698c454f5a8.jpg,0,train
ac38dca9-0dbb-4ac2-be60-4d6fb597a2da.jpg,0,train
3eede621-dd0b-46af-be1b-597c7661bf33.jpg,0,train
ecce8a5f-6b4f-48fa-8ebc-80a0f2d260bb.jpg,0,train
916a9ac5-0bd9-449e-a88a-885d37a638b7.jpg,0,train
cd30ae12-869b-4a30-b6c2-913b6d40e302.jpg,1,train
8b72c5a8-527a-4d8e-89da-6d1ff5df720b.jpg,0,train
8f9453e7-63a2-46a9-a070-b70c70c49375.jpg,0,train
b2d20f83-a28d-4239-80a2-c9a180f2bf04.jpg,0,train
f993661a-fd60-4119-8596-d6f7f6e6d076.jpg,1,train
1d198f03-8211-4423-a088-b2f10ab962ac.jpg,0,train
bee2de6b-d628-43a4-8957-9ab9af6faec7.jpg,0,train
ef74f9f5-193d-4488-8201-498fd64db7be.jpg,0,train
980bdcf3-a14f-427a-a04a-ef954a164888.jpg,0,train
5f9b4eca-e6be-48be-910d-f99085d34420.jpg,0,train
d1900cf7-d6bd-49b3-b022-4c23a408f6c1.jpg,0,train
6c051f51-52bd-4512-80ed-f82c9912f0be.jpg,1,train
b550db82-9bf9-4133-ae96-ab000c9f1ecd.jpg,0,train
20968512-ee45-4368-9556-e55d200650c8.jpg,0,train
41287987-9e0a-44e5-bf9e-7cedd4b69f54.jpg,1,train
b7770d28-40b9-438a-b6d3-b94f32239749.jpg,0,train
5837bf2d-f62a-4ea6-b5d5-8e413afa7271.jpg,0,train
bfc47795-bdd9-4edb-ba13-a0637b5c1f32.jpg,1,train
123dfcaa-4ba8-4efa-9230-5937e5f13c50.jpg,0,train
96ecbd66-c7cb-4f97-9ea1-a031ac634f26.jpg,1,train
ca8af58e-947a-4970-94ca-5bbdd1b59949.jpg,0,train
ac1cb198-b411-4f36-9fed-4ad0fc8e6cf3.jpg,1,train
9140fb27-6d99-458d-9208-75871887bfed.jpg,0,train
cc91bd18-8899-42aa-a78f-9e297b646041.jpg,0,train
4ee40cf8-7bf5-48f0-a4d6-bf08b469372f.jpg,0,train
22584562-299c-4e91-93aa-f84e2c883ee2.jpg,0,train
a9be0719-e569-4a96-81c7-c60a513cb413.jpg,0,train
3153512b-7cc1-4cd3-8415-5f8928f7b1ff.jpg,1,train
1a4c4a29-aa8c-45e1-ab9b-806df6e14994.jpg,1,train
68968e02-269c-41e6-a022-977220c0f252.jpg,0,train
56122765-5da4-4dfb-9b63-775c63ea9a5a.jpg,0,train
4e61503f-4aec-4409-97a0-5846ee17fd55.jpg,0,train
b916d533-f618-410a-8ae1-d034675ec921.jpg,0,train
f2c56975-b486-41c6-9df1-251af665568e.jpg,0,train
2fee99fd-17f2-4146-89f5-90c152b19a0c.jpg,1,train
d836b29e-998c-4d8d-aa6d-61934bf3cc33.jpg,0,train
17e1e259-a48c-4ce3-9bbc-350d63467f84.jpg,0,train
84ab144b-267b-42b8-b54d-837e987ba650.jpg,0,train
609e00d1-7bb1-4724-b8d3-f23a9cb7ea44.jpg,0,train
713e8f65-1bbd-4965-944d-8b1ddb620059.jpg,1,train
507edd50-0734-48c1-9f48-7468496a0334.jpg,0,train
f42701e5-a553-492b-a3c5-808fe9d31ce9.jpg,0,train
9aa000b8-9472-4404-81a8-fb3651474d43.jpg,0,train
ef61c275-bca5-41e3-a0c3-086ffa3e6893.jpg,1,train
2b2658b7-934e-4987-99e1-2c1215da9e19.jpg,0,train
b49d9549-b634-4d8a-8b48-6afada0329ad.jpg,0,train
c474ae48-b23d-4106-a59b-58bf4838c183.jpg,0,train
74939387-d30c-428c-a020-b38acd7e0d6d.jpg,0,train
c46cf0e8-ddda-4cb3-89f6-59bc22311745.jpg,0,train
5ace9df8-fe2a-4c88-a242-221754175d07.jpg,0,train
08978c44-568f-46d9-8560-fbce0cf8e7eb.jpg,0,train
13db2c8c-18de-4d39-9f21-4b544de5187c.jpg,0,train
4534e760-fec4-4c21-972e-8fc5080f91eb.jpg,0,train
920844e2-779c-4048-82e2-3870954b0563.jpg,1,train
aec4d2e9-8573-4fe3-93c4-e4aa5be51468.jpg,0,train
6d0db604-b594-42cc-a647-8991c5919b76.jpg,0,train
357e4c87-effe-4055-a3de-8bac97738897.jpg,0,train
156da7d0-1097-4938-a533-586707bdee3e.jpg,0,train
51a69a28-37ec-4b08-833d-5527fd2dc7d2.jpg,0,train
f00d8784-c146-4a6b-95b7-39404ba083ba.jpg,0,train
65055c4b-e17a-4ad3-afb4-0f0ade7f2928.jpg,0,train
9fe880b9-deec-47ce-88a9-c9feaebd0510.jpg,0,train
f93dad1d-9a38-4745-9428-67a9d2f21341.jpg,0,train
b983a9c8-bb67-4101-a28a-760001e344d5.jpg,0,train
a22a4bf3-9ec9-43b6-95fd-efe6bbcd0bdd.jpg,0,train
188d657b-f349-4f82-bf4d-4789ac0bc109.jpg,0,train
282cbb40-4133-413b-8cd3-f3008ab99b81.jpg,0,train
699d24f8-c094-426e-a55c-94ea8de26d5c.jpg,1,train
5f654227-b49d-4a1d-ae3b-fcdfe5eb5266.jpg,0,train
c7196279-2fcc-42ca-8474-8305c1c05f01.jpg,0,train
ac520943-00db-46db-b7c2-e83a30202893.jpg,0,train
771e969f-05c7-4bde-891b-14525a92c354.jpg,0,train
58fc90c2-fc9d-4550-892a-043268468f16.jpg,0,train
4c38ac6c-4438-4dc3-8764-88337bd1053a.jpg,0,train
5ceee32a-b464-4eba-a35f-7f0f463c4d7d.jpg,0,train
0a515656-b0a3-4292-b09a-82e9ccf3e591.jpg,0,train
ac6b73ce-98e3-486c-a57b-775ad3c4bb67.jpg,0,train
3b489fa8-fa57-403b-ba1a-d1875c613bf2.jpg,0,train
7e587880-2a75-4306-a6a4-bfda24b084e3.jpg,0,train
8765950d-7565-42d2-ac9b-156d9eca9890.jpg,1,train
f0f071fc-4b07-4aa9-9c03-3545733b9061.jpg,0,train
041d5a1c-8956-46be-a5c8-b56fd0be3818.jpg,0,train
d867200a-3af6-4c38-9ece-a657f4b43e5a.jpg,0,train
4c828f76-5279-4fbc-87d4-f041e032d9b9.jpg,0,train
4b7d45cb-f4e7-4737-b57f-62c701d7db66.jpg,1,train
19cec794-fe3b-42b8-aa5b-1f8cb73b01b8.jpg,0,train
4540ba69-fdf8-47c8-81a0-ff16f06961a5.jpg,0,train
30e82e0b-f783-41bd-8a4d-6df186a68d64.jpg,0,train
6fc598c0-1a3f-4556-8497-d90684e19ac5.jpg,0,train
6547b472-d9d9-4783-a5fe-8b64569c6587.jpg,1,train
6118fbbd-ef89-4c74-900d-7fc42ff21f55.jpg,0,train
65d3ec2b-d294-4eb2-a643-00ef1dbda05e.jpg,0,train
d3b64cb5-8d56-42ec-aeb1-4953764ebfef.jpg,0,train
9bcce67d-ebd9-4076-bd13-089738c370c6.jpg,0,train
346a0645-bf65-453b-81d1-ef4b0807da1f.jpg,0,train
70ae3512-e384-42cb-8c3e-46947d54afd0.jpg,0,train
b62fa98e-cc73-4db5-93be-a0415d1ea80c.jpg,0,train
fa35dbad-2d88-4058-81ef-54b5e47ca739.jpg,0,train
e39954f8-a51f-4ea0-af3b-ac56a8afeb12.jpg,0,train
65c0ae8c-6721-4030-ad30-4c5638dd156e.jpg,0,train
c1cee9cc-5120-4600-8a9f-ff2e6b882487.jpg,0,train
98b2d5db-89b7-4b37-9c70-188f26255d3b.jpg,1,train
a9e41a11-ede0-472c-aabb-a02739c3d0d6.jpg,0,train
494fe45a-34e8-4c99-bfeb-3af7ef03073e.jpg,1,train
8fc3348f-2897-4097-b49f-d1f0c06bb648.jpg,0,train
