file,buds,time
0019cd46-52ee-4217-8141-491248f82f32.jpg,0,23722.927885583
0060e4de-f0e5-47f2-b7f2-c6b07192514d.jpg,0,9.09843662500134
00742a01-805a-46f1-9f9e-6eaed23904be.jpg,0,10.845755665999604
00a370b1-d0d1-422e-b99e-236aad2696db.jpg,0,208.20504095900105
00b65c10-2a31-4965-bf16-0780d5f3aa8a.jpg,0,11.578514583001379
00e1e9c0-f59f-499a-8f36-9a4e6c5e6585.jpg,1,6.609512666000228
00f4bb75-07a4-48a6-b248-c255aabc8910.jpg,0,26.91802849999658
010184dc-8ebf-4f8c-9374-adf8e4468e2d.jpg,0,3.368188958000246
011d7b7e-36c3-41bb-a2f8-9dd882b54248.jpg,0,7.00763312500203
011ed566-d803-468d-b402-934beae15553.jpg,0,6.09457141600069
014a173a-6b50-4dd7-8d69-8cae42d26ca0.jpg,0,8.04408783299732
01785c03-1f7a-4148-9982-8467e2c4a003.jpg,1,4.250645582997095
01d0da0d-9435-407f-891b-fcd57b8ad809.jpg,0,4.7953967089997604
01d2b0d5-6a52-4ae4-bf68-85e1442c9443.jpg,0,7.382857583997975
01f40199-ef7f-45d8-9a17-0907f9b02a53.jpg,1,4.92853391600147
020ff22b-6db6-4168-b1b5-7c752ebc6573.jpg,0,4.092211084000155
02117f87-f723-4090-ab0f-ed00a6cbe5b7.jpg,0,2.429118667001603
02415fc6-951a-41e4-8756-9011ee91988b.jpg,1,12.13239891599369
026cc096-02f3-4643-98ce-9776fbe220fc.jpg,0,6.4414343329990515
0276be59-b42f-4122-90a3-e675bf5de252.jpg,0,6.0055280000015046
028ff7af-6080-4e7e-a0a0-f62b893b7064.jpg,0,5.452271333000681
0292a00e-6301-4798-be42-8ba2d86fcae7.jpg,0,4.902331792000041
0299b90e-2d47-477f-983b-bda78c23ef2a.jpg,0,3.075361040999269
02ac1058-5ba8-4403-8c92-efdba31b1646.jpg,0,0.78366170800291
02dfa43e-6a4c-4d8a-8452-09ab3c28ac07.jpg,N,4.258819084003335
