file,leaves,whole_plant,fruits,flowers,reproductive_structure,time
00069a5b-a6e4-4c66-9e85-badb6f4935a9.jpg,1,0,U,U,1,52.475637792027555
0034f8b7-5618-410c-95fd-8261227e08de.jpg,1,1,1,1,1,4.121286333014723
0060e4de-f0e5-47f2-b7f2-c6b07192514d.jpg,1,0,0,1,1,17.093749707972165
007ff7ca-48cf-41ac-ac18-4f6b3180fc58.jpg,1,1,1,1,1,5.228159540973138
00b65c10-2a31-4965-bf16-0780d5f3aa8a.jpg,1,0,1,1,1,4.613437166961376
00da633b-e2a2-4388-91b6-543abaa27a1b.jpg,1,1,0,1,1,3.6669855829677545
00f4bb75-07a4-48a6-b248-c255aabc8910.jpg,1,0,0,0,0,5.517642499995418
010958e6-77bd-4097-8fdd-f1c24c92ef5f.jpg,1,1,U,U,1,8.07017837499734
011e2e14-3726-495b-8365-787b351a9fac.jpg,1,1,U,U,1,6.4521501660346985
013f4793-4c12-4c0a-b0d9-cb45e8385c2c.jpg,1,1,1,0,1,56.5616112909629
015fcc35-cded-443f-8512-2e82326ec648.jpg,1,1,1,1,1,34.476683749991935
0177c3c5-aaf5-4f84-a53a-081f3f6e5e48.jpg,1,1,1,1,1,4.156338083965238
0196227d-f804-42ee-b4a6-e9935b0272a4.jpg,0,0,1,1,1,12.051303333020769
01bc90a1-4700-40f6-97c0-c1a5fb385fe6.jpg,1,1,U,U,1,4.108785499993246
01e86664-72f6-46ea-b4da-0e325b962de8.jpg,1,0,0,0,0,12.0759825000423
020fcc24-77d9-480d-8f57-1f223af217f4.jpg,1,1,1,1,1,21.77617129200371
022604ee-e1ee-4526-bb88-f79150127ddf.jpg,1,1,0,1,1,52.69222662498942
023887d0-5c04-4583-8a19-8587e8dfce5a.jpg,1,1,U,U,1,3.8343387500499375
02667ebc-a14c-4ffe-afc3-bab41a9b81fc.jpg,1,1,0,1,1,37.24543937499402
028ff7af-6080-4e7e-a0a0-f62b893b7064.jpg,1,1,1,1,1,9.993822582997382
02a4b3be-1536-4830-b39f-3d1e95e002a8.jpg,N,N,N,N,N,2.1454565419699065
02cc3954-619f-44c5-9f11-fc88f96f5115.jpg,0,0,1,0,1,60.40490520797903
02e75c0c-2bc3-4ad8-97b8-bb8cf2b23932.jpg,1,1,U,U,1,9.189956999965943
0306e33d-e7e1-40e4-be39-e2667bc552b2.jpg,1,0,1,0,1,6.433656416949816
03295ff7-ae73-4acc-b6c2-fd5194bedee5.jpg,1,0,0,1,1,110.18674329196801
03639941-0c40-4b2a-af6d-8da3fc36888a.jpg,1,0,0,1,1,24.840738416998647
038527cd-7bf5-4695-960e-9f5f32c195fe.jpg,1,0,1,1,1,8.531625374977011
03b466cc-c632-4438-b55b-52c4e8bf02e8.jpg,1,1,1,1,1,7.702541500038933
03d55897-ee77-485e-8d94-44ca06b3ebf6.jpg,1,1,1,1,1,40.88859683298506
04073242-1015-4128-add5-8193cf1d2fac.jpg,1,1,1,1,1,19.427768541965634
04300e19-1beb-4fbf-a3c3-1e4ce2e38ca1.jpg,1,1,U,1,1,40.14995958295185
045588e5-03ec-4c7a-b405-575b8f27716b.jpg,0,0,0,1,1,11.423257249989547
04757fb5-2b9e-4224-b489-737db62331b6.jpg,1,1,0,1,1,7.496221707959194
04b3861e-674f-476b-b89f-3c0a798c5e5d.jpg,1,1,0,1,1,6.182964665989857
04db2612-f715-4d8c-98e1-cd02825a0b9f.jpg,1,1,0,1,1,9.872123792010825
04efe038-c5d9-46e5-8682-fb44a3056e5a.jpg,1,1,U,U,1,5.36379458400188
05117458-524f-4c65-ac3c-c4148998e40b.jpg,1,1,0,1,1,32.18597420799779
05481753-dba7-4439-8951-f58432d3dae0.jpg,1,1,1,1,1,13.637695249984972
0567e251-a9f1-42c1-a992-dff95aa25e74.jpg,1,0,U,U,U,16.13950120896334
058d070c-8253-46c4-bdfe-8cab8f355131.jpg,0,0,0,0,0,8.204758874955587
05be72de-3a73-4883-b3e0-6c5eac80d075.jpg,1,0,0,0,0,11.11784479196649
05ece01d-7c8e-4bbb-a456-5529e5a095a7.jpg,1,0,0,0,0,5.035921083006542
06158656-5607-46c7-81d1-b78f73057fe6.jpg,0,0,0,1,1,19.161235040985048
0641dc22-9caa-4652-ba93-fc9377688f06.jpg,1,0,1,0,1,4.772171833959874
065d28bc-1d7e-43ed-9d18-618d5bfe3ca2.jpg,1,1,1,1,1,24.985370333015453
06777600-3c3a-42f5-9c04-1a74cc373a8a.jpg,1,1,1,1,1,21.97362033399986
06879ec5-2903-4626-8e0a-bac89b5e9b47.jpg,1,0,1,1,1,14.267839792009909
06a02a93-ff40-45ee-aec8-71437fc10026.jpg,1,0,1,1,1,3.4787976249936037
06be894e-cf79-4e5e-9215-0ec705d4594d.jpg,1,1,0,1,1,17.385613000020385
06ea7f4c-d590-4b4d-9ed2-be1b05c1859b.jpg,1,0,U,1,1,163.90528437495232
07084345-a6ee-40e9-931b-fffc5963921d.jpg,1,0,0,0,0,8.797782458015718
072fba8d-cad4-4388-9b74-22042159e89a.jpg,1,0,1,1,1,63.041673375002574
074ca3a8-c0fb-404d-ac3e-0b8e7dc9b4b1.jpg,0,0,U,U,1,84.06269387499196
076f6d60-bec0-46be-844b-828753f85f88.jpg,1,0,1,1,1,6.399389665981289
078bca1e-24c2-4c3a-812f-373ed99b1dae.jpg,1,0,U,U,1,6.630841875041369
07b518b8-eef0-4042-9116-5126ff9faabd.jpg,1,0,0,1,1,15.02274112496525
07d7d32c-07dc-4672-8abd-36466e9e36ec.jpg,1,0,0,1,1,7.9267550419899635
07f928c2-7541-45da-a5a8-23ee20467d01.jpg,1,0,0,1,1,13.559329708048608
081ddfed-7c44-4823-84b6-a2bd93bc7ff1.jpg,1,0,0,0,0,4.069469707959797
083ba220-28db-4d7f-9787-40b89a087d11.jpg,1,1,0,1,1,26.921278916008305
0864d7ba-fc8f-4f6c-b22a-1ce67df704ca.jpg,1,0,0,0,0,8.705519916955382
088e0c8c-b05d-46ac-ab95-fa36ec50f764.jpg,1,1,U,U,1,3.2004732920322567
08bd4c5d-06eb-4ef5-a6e1-9d79ffe77e49.jpg,1,1,U,1,1,131.96289987501223
08e58643-d9cc-4026-b64a-06f7a42a7dea.jpg,1,0,1,1,1,3.87818379199598
090f8447-de37-46f9-a3d3-707c34ae91a9.jpg,1,1,U,U,1,3.0669680000282824
0940df56-0790-45b3-bc75-4e52d1daab10.jpg,1,0,1,1,1,5.28089141700184
095fd7c3-0c6d-49e2-b12c-1066ecf5ddbd.jpg,1,0,1,0,1,10.186717542004772
0980872b-64a9-411a-a695-86938bc11477.jpg,1,0,0,0,0,4.420614917005878
0998ad2d-1d51-42e6-860c-2b12662f1aa1.jpg,1,1,1,1,1,8.027747249987442
09c2c71e-a787-439c-b2d8-c48b1aca2b43.jpg,1,0,1,0,1,286.88122250000015
0a021a1c-5244-444c-b8cc-8ce1dc3fe9d6.jpg,1,0,U,1,1,48.54299087502295
0a35a824-b735-427a-a82d-cda16314ce6c.jpg,1,1,0,1,1,73.03796066698851
0a5a6596-4a0e-4b20-8c80-4c9f1c536282.jpg,N,N,N,N,N,1.2731546660070308
0a7702da-7d6d-44d3-bcfa-f035f58f3aaf.jpg,1,0,0,0,0,5.108205917000305
0a9c26ec-90a9-48a8-afd5-e01e6d5bc069.jpg,1,1,U,U,1,3.8487887919764034
0ac3ef41-0265-462e-b38a-f019c433485d.jpg,1,0,0,0,0,13.985511166974902
0ae09ef2-8034-4144-af58-264bb8239251.jpg,1,0,0,0,0,14.968156500020996
0b012e4a-a616-4fc2-bcc1-4a3b37fcacc6.jpg,1,1,U,U,1,4.387545083009172
0b1c3753-2e16-4cc9-81f8-5a2e082abb81.jpg,1,0,0,1,1,23.670187458046712
0b49fcbc-6906-450b-bcac-db6d681601a1.jpg,1,1,1,1,1,11.936599833949003
0b7338d9-1686-4852-aefa-7a6cf465764f.jpg,1,0,0,0,0,5.061099209007807
0b90f8ac-f28c-4cbf-ab2f-aef31b746b37.jpg,1,1,U,U,1,3.084146667039022
0bb3bae9-6a8a-41f3-8356-4b10fdbd7834.jpg,1,1,U,U,1,3.7326170000014827
0bdfacf6-1a06-40ca-97f0-2da58bf3182e.jpg,1,1,1,1,1,4.299155750020873
0bfdfd3c-786b-460e-af79-d256d0d29197.jpg,1,0,1,0,1,22.562679000024218
0c1fff62-56d4-4ca0-a494-737c75bdee48.jpg,1,1,U,U,1,2.6342764999717474
0c4fce00-76df-42a5-8cca-e7eb0bae9921.jpg,1,0,U,U,1,30.768394459038973
0c7316a6-c421-457b-96b4-c589d7d83f48.jpg,1,1,1,1,1,5.853855875029694
